Wall time,Step,Value
1593779363.4366674,18,-0.0664471685886383
1593779363.810147,42,-0.06974989175796509
1593779363.8577838,45,-0.05129822716116905
1593779364.2581868,71,-0.021706929430365562
1593779364.615114,94,0.009250828064978123
1593779365.5726366,155,0.08870773017406464
1593779365.619543,158,0.10452374815940857
1593779365.7624395,167,0.15186305344104767
1593779366.742079,229,0.19677433371543884
1593779366.8207664,234,0.15462742745876312
1593779367.1515765,255,0.19613862037658691
1593779367.3407931,267,0.22380590438842773
1593779367.4351127,273,0.21612560749053955
1593779367.9846547,308,0.25087547302246094
1593779368.0159817,310,0.26488059759140015
1593779368.142991,318,0.30770742893218994
1593779368.598814,347,0.29565414786338806
1593779368.9140418,367,0.4371260404586792
1593779369.7586749,421,0.3872855007648468
1593779370.3718984,460,0.4751613438129425
1593779370.5936987,474,0.532835841178894
1593779371.5680697,536,0.4955751597881317
1593779371.991365,563,0.48403701186180115
1593779372.242202,579,0.5380483865737915
1593779372.3522105,586,0.5342419147491455
1593779372.3678613,587,0.49035415053367615
1593779372.888234,620,0.5369730591773987
1593779373.109572,634,0.5238070487976074
1593779373.3135872,647,0.4569138288497925
1593779373.5328717,661,0.4697296917438507
1593779373.6900344,671,0.5508765578269958
1593779374.3657818,714,0.4984179139137268
1593779374.4915013,722,0.45523616671562195
1593779374.6164386,730,0.6513756513595581
1593779375.1700616,765,0.54289710521698
1593779375.2313113,769,0.5388891696929932
1593779375.2629814,771,0.49172383546829224
1593779375.483192,785,0.4730522334575653
1593779375.5147645,787,0.5375039577484131
1593779375.6234446,794,0.618990421295166
1593779375.748259,802,0.5747303366661072
1593779375.842256,808,0.5728751420974731
1593779376.2814996,836,0.4913720488548279
1593779377.996778,945,0.46043306589126587
1593779378.406774,971,0.4963916540145874
1593779378.4222229,972,0.447593629360199
1593779378.5173266,978,0.4839104413986206
1593779378.6102335,984,0.49059581756591797
1593779378.890241,1002,0.4845140874385834
1593779378.9369082,1005,0.506238579750061
1593779379.0789275,1014,0.5538378953933716
1593779379.846484,1063,0.40581783652305603
1593779379.8931825,1066,0.34720268845558167
1593779380.079534,1078,0.5462000370025635
1593779380.3121266,1093,0.5596539974212646
1593779380.4067442,1099,0.5144733190536499
1593779380.4863596,1104,0.5539257526397705
1593779381.3011143,1156,0.6106210350990295
1593779381.3800442,1161,0.616939127445221
1593779381.3956885,1162,0.5585952401161194
1593779381.6821315,1180,0.5897035598754883
1593779381.887805,1193,0.6170612573623657
1593779382.6867006,1244,0.39363330602645874
1593779382.956974,1261,0.5415644645690918
1593779383.8244543,1316,0.3640351891517639
1593779383.8715837,1319,0.21584710478782654
1593779384.091918,1333,0.36212050914764404
1593779384.1561275,1337,0.40313252806663513
1593779384.916092,1385,0.5973908305168152
1593779385.0265815,1392,0.6494956016540527
1593779385.371147,1414,0.618249237537384
1593779385.5599597,1426,0.4747772216796875
1593779385.7187757,1436,0.7157301306724548
1593779386.1894832,1466,0.5167146921157837
1593779386.3599231,1477,0.5826961994171143
1593779386.5784461,1491,0.764615535736084
1593779387.0809197,1523,0.5528892874717712
1593779387.535818,1552,0.4623624086380005
1593779387.7880585,1568,0.632831335067749
1593779388.0393755,1584,0.565464973449707
1593779388.1024249,1588,0.48628342151641846
1593779388.3682754,1605,0.6517010927200317
1593779388.9208412,1640,0.7654496431350708
1593779389.58418,1682,0.5943962335586548
1593779389.7240312,1691,0.8168232440948486
1593779389.8976738,1702,0.7513025999069214
1593779390.007269,1709,0.7409319281578064
1593779390.1478357,1718,0.7102370262145996
1593779390.3669696,1732,0.7270165085792542
1593779390.3983269,1734,0.5532126426696777
1593779390.4458733,1737,0.6808332800865173
1593779391.1416678,1781,0.8498104214668274
1593779391.8496668,1826,0.6667162179946899
1593779392.1315088,1844,0.8029536008834839
1593779392.2747004,1853,0.7085961103439331
1593779392.4796553,1866,0.7709494829177856
1593779392.5275905,1869,0.6589004993438721
1593779392.6526053,1877,0.7311375141143799
1593779393.2795796,1917,0.8113642930984497
1593779393.5509412,1934,0.7024285197257996
1593779393.7077127,1944,0.7142430543899536
1593779393.755028,1947,0.8090789318084717
1593779394.6033587,2001,1.084242582321167
1593779394.7933474,2013,0.8556214570999146
1593779395.1535196,2036,0.8836183547973633
1593779395.776997,2076,0.7912672162055969
1593779395.7920713,2077,0.8229337930679321
1593779395.9177094,2085,0.8756133913993835
1593779395.9785106,2089,0.8872855305671692
1593779396.0871892,2096,0.9377739429473877
1593779396.9216914,2149,1.0178941488265991
1593779397.0306416,2156,0.8118333220481873
1593779397.5207648,2187,0.8649374842643738
1593779397.5842953,2191,0.9177534580230713
1593779397.7120705,2199,0.7591391205787659
1593779397.8387156,2207,0.7598398923873901
1593779397.9011836,2211,0.9313980340957642
1593779398.2186327,2231,1.110568881034851
1593779398.2954714,2236,0.801771879196167
1593779398.310906,2237,0.910542368888855
1593779398.6146867,2257,0.8657423853874207
1593779398.6901517,2262,0.997578501701355
1593779398.9748375,2281,1.0872735977172852
1593779399.2166939,2297,1.097165822982788
1593779399.367144,2307,1.1413270235061646
1593779399.5490623,2319,0.9254379272460938
1593779399.9380324,2345,1.2743690013885498
1593779400.0729997,2354,1.0462294816970825
1593779400.6164775,2389,0.89508455991745
1593779400.631777,2390,1.0293015241622925
1593779400.6632223,2392,0.9774051904678345
1593779401.3502653,2436,0.8297472596168518
1593779401.4732418,2444,0.8700066208839417
1593779401.6133058,2453,0.8604243993759155
1593779401.643713,2455,0.7377296090126038
1593779401.7208004,2460,0.8173661828041077
1593779402.111733,2485,0.8349682092666626
1593779402.1278224,2486,1.0029652118682861
1593779402.2827756,2496,1.1975773572921753
1593779402.3142297,2498,0.8820306062698364
1593779402.3922815,2503,1.2383058071136475
1593779402.6102023,2517,1.0722742080688477
1593779402.7029111,2523,0.9077997207641602
1593779402.84414,2532,0.9337335824966431
1593779403.0820987,2547,1.1078343391418457
1593779403.1766105,2553,0.9901148080825806
1593779403.9857183,2606,1.0275132656097412
1593779405.1731231,2685,0.790790319442749
1593779405.445052,2703,1.0173590183258057
1593779406.0013983,2740,1.0842807292938232
1593779406.2123756,2754,0.9214509725570679
1593779406.7384958,2789,1.0576728582382202
1593779407.9839706,2872,1.268559217453003
1593779408.341713,2896,1.014206051826477
1593779409.406215,2967,1.240424394607544
1593779409.5260127,2975,1.0941227674484253
1593779410.0689979,3011,1.2713853120803833
1593779410.4710813,3038,1.1561164855957031
1593779410.5164738,3041,1.080113172531128
1593779411.386188,3099,1.3094489574432373
1593779412.3128765,3161,1.0846294164657593
1593779412.5542774,3177,0.9881985783576965
1593779412.8240526,3195,1.0922963619232178
1593779412.8388047,3196,1.3521728515625
1593779413.3519835,3230,1.0922706127166748
1593779413.5012321,3240,1.1990783214569092
1593779413.5461168,3243,1.0862256288528442
1593779413.560733,3244,1.018921136856079
1593779413.5909405,3246,0.9271014332771301
1593779413.6053662,3247,1.0580899715423584
1593779414.4713972,3305,1.077398419380188
1593779415.0714629,3345,1.3738484382629395
1593779415.536712,3376,1.0445255041122437
1593779415.9393091,3403,1.310239553451538
1593779416.013637,3408,1.027555227279663
1593779416.3438594,3430,1.1922498941421509
1593779416.6307175,3449,1.4230592250823975
1593779416.857571,3464,1.1007577180862427
1593779417.0977118,3480,1.0764665603637695
1593779417.5307608,3509,0.716839075088501
1593779417.575156,3512,1.1356310844421387
1593779417.9625745,3537,0.8698700666427612
1593779418.9422848,3600,1.0965877771377563
1593779419.2235057,3618,1.0535457134246826
1593779419.2552657,3620,1.0091564655303955
1593779419.2871416,3622,0.9677392840385437
1593779419.3824973,3628,1.0688657760620117
1593779419.8223877,3656,0.942546546459198
1593779420.0426066,3670,1.157634973526001
1593779420.905906,3726,0.9880772829055786
1593779420.966889,3730,0.9009238481521606
1593779421.1350222,3741,1.0910437107086182
1593779421.9460588,3793,1.0993750095367432
1593779422.2752728,3814,1.202307105064392
1593779422.3535368,3819,1.0972871780395508
1593779422.3842924,3821,1.2666163444519043
1593779422.5389807,3831,1.0688867568969727
1593779423.0519824,3864,0.8727858066558838
1593779423.2395473,3876,0.7850028276443481
1593779424.0266979,3928,0.8796416521072388
1593779424.449769,3956,0.9397388696670532
1593779424.8730848,3984,1.2620196342468262
1593779425.4430747,4022,1.0993564128875732
1593779425.6103,4033,1.1191325187683105
1593779425.6552572,4036,0.990807294845581
1593779426.5123866,4093,1.0196993350982666
1593779426.5906715,4098,1.2270907163619995
1593779426.7605662,4109,1.254317045211792
1593779427.8997066,4182,1.287583589553833
1593779428.0888755,4194,1.2147650718688965
1593779428.1203132,4196,1.222324013710022
1593779428.1991124,4201,1.1511852741241455
1593779428.214926,4202,1.022308111190796
1593779428.6086583,4227,1.0160194635391235
1593779428.6866074,4232,1.2200658321380615
1593779428.734303,4235,1.3216506242752075
1593779428.8607416,4243,1.1472303867340088
1593779429.175263,4263,1.041791558265686
1593779429.2217913,4266,1.05173659324646
1593779429.4752617,4282,0.8286491632461548
1593779429.8226063,4304,0.8324057459831238
1593779430.0267699,4317,1.14265775680542
1593779430.0577796,4319,1.0990298986434937
1593779430.8436153,4369,0.9388781785964966
1593779431.2220805,4393,1.0302833318710327
1593779431.3315136,4400,0.885698139667511
1593779431.4249523,4406,0.9821860790252686
1593779431.8016715,4430,1.033116340637207
1593779431.8486125,4433,1.107700228691101
1593779432.7794747,4492,0.9413442611694336
1593779433.0469937,4509,0.9637666940689087
1593779433.3745246,4530,0.8898952007293701
1593779434.1303148,4578,1.0831433534622192
1593779434.176621,4581,1.1320874691009521
1593779434.9139075,4628,1.131369948387146
1593779435.35417,4656,1.3390617370605469
1593779435.4789166,4664,1.0882023572921753
1593779435.5437484,4668,0.8568062782287598
1593779435.6702702,4676,0.9873371720314026
1593779436.2509863,4713,1.0299313068389893
1593779436.329722,4718,0.8549296855926514
1593779436.8307238,4750,1.1033108234405518
1593779436.9553466,4758,1.1814897060394287
1593779437.0978131,4767,1.0718663930892944
1593779437.4281325,4788,0.9631366729736328
1593779437.6183257,4800,0.9913049340248108
1593779437.6499538,4802,0.916965663433075
1593779438.2455792,4840,0.7926886081695557
1593779438.434102,4852,0.9268642663955688
1593779439.0946653,4894,0.8867055773735046
1593779440.160773,4962,0.9096773862838745
1593779440.3018394,4971,0.9837943911552429
1593779440.3488388,4974,0.888738751411438
1593779441.5395687,5050,0.9087076783180237
1593779441.571187,5052,0.9560952186584473
1593779441.587014,5053,0.9053022861480713
1593779442.4168456,5106,1.2447012662887573
1593779442.854893,5134,0.7413525581359863
1593779443.8909464,5200,0.8515468835830688
1593779444.5065818,5239,0.8668233156204224
1593779445.926641,5329,0.8916760683059692
1593779446.1759799,5345,0.7950884699821472
1593779446.395448,5359,0.9337202310562134
1593779447.3551862,5420,0.7509388327598572
1593779447.7002337,5442,0.845911979675293
1593779448.5317695,5495,1.2063339948654175
1593779448.8501596,5515,1.1055197715759277
1593779448.8820188,5517,0.8853095769882202
1593779449.387425,5549,0.9798225164413452
1593779449.7633595,5573,1.0369136333465576
1593779449.9869368,5587,1.1631884574890137
1593779450.66327,5630,0.8864184021949768
1593779451.1057734,5658,0.8807183504104614
1593779451.137185,5660,0.8061460852622986
1593779451.199658,5664,0.9969956874847412
1593779451.437603,5679,0.8922624588012695
1593779452.0826497,5720,0.9635753631591797
1593779452.1297195,5723,1.1088215112686157
